Track,Composer,Milliseconds,Bytes,UnitPrice,Genre,Album,Artist
Não Deixe O Samba Morrer - Cassia Eller e Alcione,,268173,8936345,0.99,Latin,Cássia Eller - Sem Limite [Disc 1],Cássia Eller
Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),,188473,6195854,0.99,Latin,Cássia Eller - Sem Limite [Disc 1],Cássia Eller
Comin' Home,Bolin/Coverdale/Paice,235781,7644604,0.99,Rock,Come Taste The Band,Deep Purple
Lady Luck,Cook/Coverdale,168202,5501379,0.99,Rock,Come Taste The Band,Deep Purple
Gettin' Tighter,Bolin/Hughes,218044,7176909,0.99,Rock,Come Taste The Band,Deep Purple
Dealer,Bolin/Coverdale,230922,7591066,0.99,Rock,Come Taste The Band,Deep Purple
I Need Love,Bolin/Coverdale,263836,8701064,0.99,Rock,Come Taste The Band,Deep Purple
Drifter,Bolin/Coverdale,242834,8001505,0.99,Rock,Come Taste The Band,Deep Purple
Love Child,Bolin/Coverdale,188160,6173806,0.99,Rock,Come Taste The Band,Deep Purple
This Time Around / Owed to 'G' [Instrumental],Bolin/Hughes/Lord,370102,11995679,0.99,Rock,Come Taste The Band,Deep Purple
You Keep On Moving,Coverdale/Hughes,319111,10447868,0.99,Rock,Come Taste The Band,Deep Purple
Speed King,"Blackmore, Gillan, Glover, Lord, Paice",264385,8587578,0.99,Rock,Deep Purple In Rock,Deep Purple
Bloodsucker,"Blackmore, Gillan, Glover, Lord, Paice",256261,8344405,0.99,Rock,Deep Purple In Rock,Deep Purple
Child In Time,"Blackmore, Gillan, Glover, Lord, Paice",620460,20230089,0.99,Rock,Deep Purple In Rock,Deep Purple
Flight Of The Rat,"Blackmore, Gillan, Glover, Lord, Paice",478302,15563967,0.99,Rock,Deep Purple In Rock,Deep Purple
Into The Fire,"Blackmore, Gillan, Glover, Lord, Paice",210259,6849310,0.99,Rock,Deep Purple In Rock,Deep Purple
Living Wreck,"Blackmore, Gillan, Glover, Lord, Paice",274886,8993056,0.99,Rock,Deep Purple In Rock,Deep Purple
Hard Lovin' Man,"Blackmore, Gillan, Glover, Lord, Paice",431203,13931179,0.99,Rock,Deep Purple In Rock,Deep Purple
Fireball,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",204721,6714807,0.99,Rock,Fireball,Deep Purple
No No No,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",414902,13646606,0.99,Rock,Fireball,Deep Purple
Strange Kind Of Woman,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",247092,8072036,0.99,Rock,Fireball,Deep Purple
Anyone's Daughter,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",284682,9354480,0.99,Rock,Fireball,Deep Purple
The Mule,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",322063,10638390,0.99,Rock,Fireball,Deep Purple
Fools,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",500427,16279366,0.99,Rock,Fireball,Deep Purple
No One Came,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",385880,12643813,0.99,Rock,Fireball,Deep Purple
Knocking At Your Back Door,"Richie Blackmore, Ian Gillian, Roger Glover",424829,13779332,0.99,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple
Bad Attitude,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",307905,10035180,0.99,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple
Child In Time (Son Of Aleric - Instrumental),"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",602880,19712753,0.99,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple
Nobody's Home,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",243017,7929493,0.99,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple
Black Night,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",368770,12058906,0.99,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple
Perfect Strangers,"Richie Blackmore, Ian Gillian, Roger Glover",321149,10445353,0.99,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple
The Unwritten Law,"Richie Blackmore, Ian Gillian, Roger Glover, Ian Paice",295053,9740361,0.99,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple
Call Of The Wild,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",293851,9575295,0.99,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple
Hush,South,213054,6944928,0.99,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple
Smoke On The Water,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",464378,15180849,0.99,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple
Space Trucking,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",341185,11122183,0.99,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple
Highway Star,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,368770,12012452,0.99,Rock,Machine Head,Deep Purple
Maybe I'm A Leo,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,290455,9502646,0.99,Rock,Machine Head,Deep Purple
Pictures Of Home,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,303777,9903835,0.99,Rock,Machine Head,Deep Purple
Never Before,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,239830,7832790,0.99,Rock,Machine Head,Deep Purple
Smoke On The Water,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,340871,11246496,0.99,Rock,Machine Head,Deep Purple
Lazy,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,442096,14397671,0.99,Rock,Machine Head,Deep Purple
Space Truckin',Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,272796,8981030,0.99,Rock,Machine Head,Deep Purple
Vavoom : Ted The Mechanic,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",257384,8510755,0.99,Rock,Purpendicular,Deep Purple
Loosen My Strings,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",359680,11702232,0.99,Rock,Purpendicular,Deep Purple
Soon Forgotten,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",287791,9401383,0.99,Rock,Purpendicular,Deep Purple
Sometimes I Feel Like Screaming,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",451840,14789410,0.99,Rock,Purpendicular,Deep Purple
Cascades : I'm Not Your Lover,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",283689,9209693,0.99,Rock,Purpendicular,Deep Purple
The Aviator,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",320992,10532053,0.99,Rock,Purpendicular,Deep Purple
Rosa's Cantina,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",312372,10323804,0.99,Rock,Purpendicular,Deep Purple
A Castle Full Of Rascals,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",311693,10159566,0.99,Rock,Purpendicular,Deep Purple
A Touch Away,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",276323,9098561,0.99,Rock,Purpendicular,Deep Purple
Hey Cisco,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",354089,11600029,0.99,Rock,Purpendicular,Deep Purple
Somebody Stole My Guitar,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",249443,8180421,0.99,Rock,Purpendicular,Deep Purple
The Purpendicular Waltz,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",283924,9299131,0.99,Rock,Purpendicular,Deep Purple
King Of Dreams,"Blackmore, Glover, Turner",328385,10733847,0.99,Rock,Slaves And Masters,Deep Purple
The Cut Runs Deep,"Blackmore, Glover, Turner, Lord, Paice",342752,11191650,0.99,Rock,Slaves And Masters,Deep Purple
Fire In The Basement,"Blackmore, Glover, Turner, Lord, Paice",283977,9267550,0.99,Rock,Slaves And Masters,Deep Purple
Truth Hurts,"Blackmore, Glover, Turner",314827,10224612,0.99,Rock,Slaves And Masters,Deep Purple
Breakfast In Bed,"Blackmore, Glover, Turner",317126,10323804,0.99,Rock,Slaves And Masters,Deep Purple
Love Conquers All,"Blackmore, Glover, Turner",227186,7328516,0.99,Rock,Slaves And Masters,Deep Purple
Fortuneteller,"Blackmore, Glover, Turner, Lord, Paice",349335,11369671,0.99,Rock,Slaves And Masters,Deep Purple
Too Much Is Not Enough,"Turner, Held, Greenwood",257724,8382800,0.99,Rock,Slaves And Masters,Deep Purple
Wicked Ways,"Blackmore, Glover, Turner, Lord, Paice",393691,12826582,0.99,Rock,Slaves And Masters,Deep Purple
Stormbringer,D.Coverdale/R.Blackmore/Ritchie Blackmore,246413,8044864,0.99,Rock,Stormbringer,Deep Purple
Love Don't Mean a Thing,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore,263862,8675026,0.99,Rock,Stormbringer,Deep Purple
Holy Man,D.Coverdale/G.Hughes/Glenn Hughes/J.Lord/John Lord,270236,8818093,0.99,Rock,Stormbringer,Deep Purple
Hold On,D.Coverdal/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord,306860,10022428,0.99,Rock,Stormbringer,Deep Purple
Lady Double Dealer,D.Coverdale/R.Blackmore/Ritchie Blackmore,201482,6554330,0.99,Rock,Stormbringer,Deep Purple
You Can't Do it Right (With the One You Love),D.Coverdale/G.Hughes/Glenn Hughes/R.Blackmore/Ritchie Blackmore,203755,6709579,0.99,Rock,Stormbringer,Deep Purple
High Ball Shooter,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore,267833,8772471,0.99,Rock,Stormbringer,Deep Purple
The Gypsy,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore,242886,7946614,0.99,Rock,Stormbringer,Deep Purple
Soldier Of Fortune,D.Coverdale/R.Blackmore/Ritchie Blackmore,193750,6315321,0.99,Rock,Stormbringer,Deep Purple
The Battle Rages On,ian paice/jon lord,356963,11626228,0.99,Rock,The Battle Rages On,Deep Purple
Lick It Up,roger glover,240274,7792604,0.99,Rock,The Battle Rages On,Deep Purple
Anya,jon lord/roger glover,392437,12754921,0.99,Rock,The Battle Rages On,Deep Purple
Talk About Love,roger glover,247823,8072171,0.99,Rock,The Battle Rages On,Deep Purple
Time To Kill,roger glover,351033,11354742,0.99,Rock,The Battle Rages On,Deep Purple
Ramshackle Man,roger glover,334445,10874679,0.99,Rock,The Battle Rages On,Deep Purple
A Twist In The Tail,roger glover,257462,8413103,0.99,Rock,The Battle Rages On,Deep Purple
Nasty Piece Of Work,jon lord/roger glover,276662,9076997,0.99,Rock,The Battle Rages On,Deep Purple
Solitaire,roger glover,282226,9157021,0.99,Rock,The Battle Rages On,Deep Purple
One Man's Meat,roger glover,278804,9068960,0.99,Rock,The Battle Rages On,Deep Purple
Pour Some Sugar On Me,,292519,9518842,0.99,Rock,Vault: Def Leppard's Greatest Hits,Def Leppard
Photograph,,248633,8108507,0.99,Rock,Vault: Def Leppard's Greatest Hits,Def Leppard
Love Bites,,346853,11305791,0.99,Rock,Vault: Def Leppard's Greatest Hits,Def Leppard
Let's Get Rocked,,296019,9724150,0.99,Rock,Vault: Def Leppard's Greatest Hits,Def Leppard
Two Steps Behind [Acoustic Version],,259787,8523388,0.99,Rock,Vault: Def Leppard's Greatest Hits,Def Leppard
Animal,,244741,7985133,0.99,Rock,Vault: Def Leppard's Greatest Hits,Def Leppard
Heaven Is,,214021,6988128,0.99,Rock,Vault: Def Leppard's Greatest Hits,Def Leppard
Rocket,,247248,8092463,0.99,Rock,Vault: Def Leppard's Greatest Hits,Def Leppard
When Love & Hate Collide,,257280,8364633,0.99,Rock,Vault: Def Leppard's Greatest Hits,Def Leppard
Action,,220604,7130830,0.99,Rock,Vault: Def Leppard's Greatest Hits,Def Leppard
Make Love Like A Man,,255660,8309725,0.99,Rock,Vault: Def Leppard's Greatest Hits,Def Leppard
Armageddon It,,322455,10522352,0.99,Rock,Vault: Def Leppard's Greatest Hits,Def Leppard
Have You Ever Needed Someone So Bad,,319320,10400020,0.99,Rock,Vault: Def Leppard's Greatest Hits,Def Leppard
Rock Of Ages,,248424,8150318,0.99,Rock,Vault: Def Leppard's Greatest Hits,Def Leppard
Hysteria,,355056,11622738,0.99,Rock,Vault: Def Leppard's Greatest Hits,Def Leppard
Bringin' On The Heartbreak,,272457,8853324,0.99,Rock,Vault: Def Leppard's Greatest Hits,Def Leppard
Roll Call,Jim Beard,321358,10653494,0.99,Jazz,Outbreak,Dennis Chambers
Otay,"John Scofield, Robert Aries, Milton Chambers and Gary Grainger",423653,14176083,0.99,Jazz,Outbreak,Dennis Chambers
Groovus Interruptus,Jim Beard,319373,10602166,0.99,Jazz,Outbreak,Dennis Chambers
Paris On Mine,Jon Herington,368875,12059507,0.99,Jazz,Outbreak,Dennis Chambers
In Time,Sylvester Stewart,368953,12287103,0.99,Jazz,Outbreak,Dennis Chambers
Plan B,"Dean Brown, Dennis Chambers & Jim Beard",272039,9032315,0.99,Jazz,Outbreak,Dennis Chambers
Outbreak,Jim Beard & Jon Herington,659226,21685807,0.99,Jazz,Outbreak,Dennis Chambers
"Baltimore, DC",John Scofield,346932,11394473,0.99,Jazz,Outbreak,Dennis Chambers
Talkin Loud and Saying Nothin,James Brown & Bobby Byrd,360411,11994859,0.99,Jazz,Outbreak,Dennis Chambers
Pétala,,270080,8856165,0.99,Latin,Djavan Ao Vivo - Vol. 02,Djavan
Meu Bem-Querer,,255608,8330047,0.99,Latin,Djavan Ao Vivo - Vol. 02,Djavan
Cigano,,304692,10037362,0.99,Latin,Djavan Ao Vivo - Vol. 02,Djavan
Boa Noite,,338755,11283582,0.99,Latin,Djavan Ao Vivo - Vol. 02,Djavan
Fato Consumado,,211565,7018586,0.99,Latin,Djavan Ao Vivo - Vol. 02,Djavan
Faltando Um Pedaço,,267728,8788760,0.99,Latin,Djavan Ao Vivo - Vol. 02,Djavan
Álibi,,213237,6928434,0.99,Latin,Djavan Ao Vivo - Vol. 02,Djavan
Esquinas,,280999,9096726,0.99,Latin,Djavan Ao Vivo - Vol. 02,Djavan
Se...,,286432,9413777,0.99,Latin,Djavan Ao Vivo - Vol. 02,Djavan
Eu Te Devoro,,311614,10312775,0.99,Latin,Djavan Ao Vivo - Vol. 02,Djavan
Lilás,,274181,9049542,0.99,Latin,Djavan Ao Vivo - Vol. 02,Djavan
Acelerou,,284081,9396942,0.99,Latin,Djavan Ao Vivo - Vol. 02,Djavan
Um Amor Puro,,327784,10687311,0.99,Latin,Djavan Ao Vivo - Vol. 02,Djavan
Samurai,Djavan,330997,10872787,0.99,Latin,Djavan Ao Vivo - Vol. 1,Djavan
Nem Um Dia,Djavan,337423,11181446,0.99,Latin,Djavan Ao Vivo - Vol. 1,Djavan
Oceano,Djavan,217338,7026441,0.99,Latin,Djavan Ao Vivo - Vol. 1,Djavan
Açai,Djavan,270968,8893682,0.99,Latin,Djavan Ao Vivo - Vol. 1,Djavan
Serrado,Djavan,295314,9842240,0.99,Latin,Djavan Ao Vivo - Vol. 1,Djavan
Flor De Lis,Djavan,236355,7801108,0.99,Latin,Djavan Ao Vivo - Vol. 1,Djavan
Amar É Tudo,Djavan,211617,7073899,0.99,Latin,Djavan Ao Vivo - Vol. 1,Djavan
Azul,Djavan,253962,8381029,0.99,Latin,Djavan Ao Vivo - Vol. 1,Djavan
Seduzir,Djavan,277524,9163253,0.99,Latin,Djavan Ao Vivo - Vol. 1,Djavan
A Carta,"Djavan - Gabriel, O Pensador",347297,11493463,0.99,Latin,Djavan Ao Vivo - Vol. 1,Djavan
Sina,Djavan,268173,8906539,0.99,Latin,Djavan Ao Vivo - Vol. 1,Djavan
Acelerou,Djavan,284133,9391439,0.99,Latin,Djavan Ao Vivo - Vol. 1,Djavan
Um Amor Puro,Djavan,327105,10664698,0.99,Latin,Djavan Ao Vivo - Vol. 1,Djavan
O Bêbado e a Equilibrista,,223059,7306143,0.99,Latin,Elis Regina-Minha História,Elis Regina
O Mestre-Sala dos Mares,,186226,6180414,0.99,Latin,Elis Regina-Minha História,Elis Regina
Atrás da Porta,,166608,5432518,0.99,Latin,Elis Regina-Minha História,Elis Regina
"Dois Pra Lá, Dois Pra Cá",,263026,8684639,0.99,Latin,Elis Regina-Minha História,Elis Regina
Casa no Campo,,170788,5531841,0.99,Latin,Elis Regina-Minha História,Elis Regina
Romaria,,242834,7968525,0.99,Latin,Elis Regina-Minha História,Elis Regina
"Alô, Alô, Marciano",,241397,8137254,0.99,Latin,Elis Regina-Minha História,Elis Regina
Me Deixas Louca,,214831,6888030,0.99,Latin,Elis Regina-Minha História,Elis Regina
Fascinação,,180793,5793959,0.99,Latin,Elis Regina-Minha História,Elis Regina
Saudosa Maloca,,278125,9059416,0.99,Latin,Elis Regina-Minha História,Elis Regina
As Aparências Enganam,,247379,8014346,0.99,Latin,Elis Regina-Minha História,Elis Regina
Madalena,,157387,5243721,0.99,Latin,Elis Regina-Minha História,Elis Regina
Maria Rosa,,232803,7592504,0.99,Latin,Elis Regina-Minha História,Elis Regina
Aprendendo A Jogar,,290664,9391041,0.99,Latin,Elis Regina-Minha História,Elis Regina
Layla,Clapton/Gordon,430733,14115792,0.99,Blues,The Cream Of Clapton,Eric Clapton
Badge,Clapton/Harrison,163552,5322942,0.99,Blues,The Cream Of Clapton,Eric Clapton
I Feel Free,Bruce/Clapton,174576,5725684,0.99,Blues,The Cream Of Clapton,Eric Clapton
Sunshine Of Your Love,Bruce/Clapton,252891,8225889,0.99,Blues,The Cream Of Clapton,Eric Clapton
Crossroads,Clapton/Robert Johnson Arr: Eric Clapton,253335,8273540,0.99,Blues,The Cream Of Clapton,Eric Clapton
Strange Brew,Clapton/Collins/Pappalardi,167810,5489787,0.99,Blues,The Cream Of Clapton,Eric Clapton
White Room,Bruce/Clapton,301583,9872606,0.99,Blues,The Cream Of Clapton,Eric Clapton
Bell Bottom Blues,Clapton,304744,9946681,0.99,Blues,The Cream Of Clapton,Eric Clapton
Cocaine,Cale/Clapton,215928,7138399,0.99,Blues,The Cream Of Clapton,Eric Clapton
I Shot The Sheriff,Marley,263862,8738973,0.99,Blues,The Cream Of Clapton,Eric Clapton
After Midnight,Clapton/J. J. Cale,191320,6460941,0.99,Blues,The Cream Of Clapton,Eric Clapton
Swing Low Sweet Chariot,Clapton/Trad. Arr. Clapton,208143,6896288,0.99,Blues,The Cream Of Clapton,Eric Clapton
Lay Down Sally,Clapton/Levy,231732,7774207,0.99,Blues,The Cream Of Clapton,Eric Clapton
Knockin On Heavens Door,Clapton/Dylan,264411,8758819,0.99,Blues,The Cream Of Clapton,Eric Clapton
Wonderful Tonight,Clapton,221387,7326923,0.99,Blues,The Cream Of Clapton,Eric Clapton
Let It Grow,Clapton,297064,9742568,0.99,Blues,The Cream Of Clapton,Eric Clapton
Promises,Clapton/F.eldman/Linn,180401,6006154,0.99,Blues,The Cream Of Clapton,Eric Clapton
I Can't Stand It,Clapton,249730,8271980,0.99,Blues,The Cream Of Clapton,Eric Clapton
Signe,Eric Clapton,193515,6475042,0.99,Blues,Unplugged,Eric Clapton
Before You Accuse Me,Eugene McDaniel,224339,7456807,0.99,Blues,Unplugged,Eric Clapton
Hey Hey,Big Bill Broonzy,196466,6543487,0.99,Blues,Unplugged,Eric Clapton
Tears In Heaven,"Eric Clapton, Will Jennings",274729,9032835,0.99,Blues,Unplugged,Eric Clapton
Lonely Stranger,Eric Clapton,328724,10894406,0.99,Blues,Unplugged,Eric Clapton
Nobody Knows You When You're Down & Out,Jimmy Cox,231836,7669922,0.99,Blues,Unplugged,Eric Clapton
Layla,"Eric Clapton, Jim Gordon",285387,9490542,0.99,Blues,Unplugged,Eric Clapton
Running On Faith,Jerry Lynn Williams,378984,12536275,0.99,Blues,Unplugged,Eric Clapton
Walkin' Blues,Robert Johnson,226429,7435192,0.99,Blues,Unplugged,Eric Clapton
Alberta,Traditional,222406,7412975,0.99,Blues,Unplugged,Eric Clapton
San Francisco Bay Blues,Jesse Fuller,203363,6724021,0.99,Blues,Unplugged,Eric Clapton
Malted Milk,Robert Johnson,216528,7096781,0.99,Blues,Unplugged,Eric Clapton
Old Love,"Eric Clapton, Robert Cray",472920,15780747,0.99,Blues,Unplugged,Eric Clapton
Rollin' And Tumblin',McKinley Morgenfield (Muddy Waters),251768,8407355,0.99,Blues,Unplugged,Eric Clapton
A Novidade,Gilberto Gil,324780,10765600,0.99,Latin,Unplugged,Eric Clapton
Tenho Sede,Gilberto Gil,261616,8708114,0.99,Latin,Unplugged,Eric Clapton
Refazenda,Gilberto Gil,218305,7237784,0.99,Latin,Unplugged,Eric Clapton
Realce,Gilberto Gil,264489,8847612,0.99,Latin,Unplugged,Eric Clapton
Esotérico,Gilberto Gil,317779,10530533,0.99,Latin,Unplugged,Eric Clapton
Drão,Gilberto Gil,301453,9931950,0.99,Latin,Unplugged,Eric Clapton
A Paz,Gilberto Gil,293093,9593064,0.99,Latin,Unplugged,Eric Clapton
Beira Mar,Gilberto Gil,295444,9597994,0.99,Latin,Unplugged,Eric Clapton
Sampa,Gilberto Gil,225697,7469905,0.99,Latin,Unplugged,Eric Clapton
Parabolicamará,Gilberto Gil,284943,9543435,0.99,Latin,Unplugged,Eric Clapton
Tempo Rei,Gilberto Gil,302733,10019269,0.99,Latin,Unplugged,Eric Clapton
Expresso 2222,Gilberto Gil,284760,9690577,0.99,Latin,Unplugged,Eric Clapton
Aquele Abraço,Gilberto Gil,263993,8805003,0.99,Latin,Unplugged,Eric Clapton
Palco,Gilberto Gil,270550,9049901,0.99,Latin,Unplugged,Eric Clapton
Toda Menina Baiana,Gilberto Gil,278177,9351000,0.99,Latin,Unplugged,Eric Clapton
Sítio Do Pica-Pau Amarelo,Gilberto Gil,218070,7217955,0.99,Latin,Unplugged,Eric Clapton
Collision,Jon Hudson/Mike Patton,204303,6656596,0.99,Alternative & Punk,Album Of The Year,Faith No More
Stripsearch,Jon Hudson/Mike Bordin/Mike Patton,270106,8861119,0.99,Alternative & Punk,Album Of The Year,Faith No More
Last Cup Of Sorrow,Bill Gould/Mike Patton,251663,8221247,0.99,Alternative & Punk,Album Of The Year,Faith No More
Naked In Front Of The Computer,Mike Patton,128757,4225077,0.99,Alternative & Punk,Album Of The Year,Faith No More
Helpless,Bill Gould/Mike Bordin/Mike Patton,326217,10753135,0.99,Alternative & Punk,Album Of The Year,Faith No More
Mouth To Mouth,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton,228493,7505887,0.99,Alternative & Punk,Album Of The Year,Faith No More
Ashes To Ashes,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum,217391,7093746,0.99,Alternative & Punk,Album Of The Year,Faith No More
She Loves Me Not,Bill Gould/Mike Bordin/Mike Patton,209867,6887544,0.99,Alternative & Punk,Album Of The Year,Faith No More
Got That Feeling,Mike Patton,140852,4643227,0.99,Alternative & Punk,Album Of The Year,Faith No More
